Company Name,Primary NAICS Description,D-U-N-S@ Number,Web Address (URL),Industry,tier,concrete restoration,epoxy coatings,floor coatings,floor demo,floor demolition,floor maintenance,flooring maintenance,floor restoration,flooring restoration,surface preparation,concrete AND flooring,concrete AND surfacing,concrete AND restoration,concrete AND coating,concrete AND construction,concrete AND polishing,concrete AND painting,concrete AND demolition,concrete AND epoxy,flooring,surfacing,coating,construction,polishing,painting,demolition,epoxy
RIEGER HOMES INC,New Single-Family Housing Construction (except For-Sale Builders),00-396-4756,WWW.RIEGERHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIELLY CONSTRUCTION CORP.,New Single-Family Housing Construction (except For-Sale Builders),12-749-7340,WWW.RIELLYCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIEMCO DEVELOPMENT,New Single-Family Housing Construction (except For-Sale Builders),87-435-5969,WWW.RIEMCOHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIEMER FLOORS, INC.",Home Furnishing Merchant Wholesalers,00-653-1131,WWW.RIEMERFLOORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIEN CONSTRUCTION CO,New Single-Family Housing Construction (except For-Sale Builders),02-044-9635,WWW.RIENCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIESS CONSTRUCTION LLC,New Single-Family Housing Construction (except For-Sale Builders),78-263-2830,WWW.RIESSCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIG CONSULTING, INC.",Other Management Consulting Services,79-551-9839,WWW.RIG-CONSULTING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGDON FLOOR COVERINGS INC,Home Furnishing Merchant Wholesalers,09-582-5394,WWW.RIGDONFLOORCOVERINGS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIGGSBY CONSTRUCTION, INC.",Residential Remodelers,92-710-4505,WWW.RIGGSBY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGGS CONSTRUCTION CO INC,Residential Remodelers,03-108-6655,WWW.RIGGSCOMPANYSTL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAMOSA TOWN N COUNTRY INC,Home Furnishing Merchant Wholesalers,03-744-5392,WWW.RIGHTCARPETANDINTERIORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGHTEOUS WORKS INC.,Other Management Consulting Services,80-317-2126,WWW.RIGHTEOUSWORKSMGT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIGHTSCORP, INC.","All Other Professional, Scientific, and Technical Services",07-937-0857,WWW.RIGHTSCORP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGHT TOUCH ENTERPRISES LLC,Home Furnishing Merchant Wholesalers,80-000-3501,WWW.RIGHTTOUCHINTERIORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGHT TURN INC,Residential Remodelers,05-260-2666,WWW.RIGHTTURNCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORT WORTH RIGHTWAY CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),80-542-7770,WWW.RIGHTWAYFS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIGHT WAY ROOFING CORPORATION,Roofing Contractors,18-227-1205,WWW.RIGHTWAYROOFING-NM.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIKAR ENTERPRISES INC,Other Management Consulting Services,05-352-1646,WWW.RIKARPIONEER.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI KY ROOFING & SHEET METAL LLC,Roofing Contractors,80-057-6485,WWW.RI-KY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RILEY ENTERPRISES INC,Residential Remodelers,62-098-7842,WWW.RILEY-CONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C & J BUILDERS INC,New Single-Family Housing Construction (except For-Sale Builders),09-865-8123,WWW.RILEYCUSTOM.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"JENNISON INDUSTRIES, INC.",Paint and Coating Manufacturing,80-880-3670,WWW.RILEYPAINT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RILINGTON GROUP,New Single-Family Housing Construction (except For-Sale Builders),02-857-7593,WWW.RILINGTONGROUP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINCON ROOFING, INC.",Roofing Contractors,02-497-6581,WWW.RINCONROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CHARLES RINEK CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),84-744-8586,WWW.RINEKINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINGLER DECORATING, INC.",Residential Remodelers,01-416-0329,WWW.RINGLERRESTORATION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RING ROOFING, INC.",Roofing Contractors,08-789-8905,WWW.RINGROOFINGINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RINNOVO CONSTRUCTION, LLC",New Single-Family Housing Construction (except For-Sale Builders),05-914-5129,WWW.RINNOVOLLC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO BRANDS, LLC",Furniture Merchant Wholesalers,00-227-3563,WWW.RIOBRANDS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO GRANDE CONTRACT FURNISHINGS, INC",Furniture Merchant Wholesalers,60-120-7871,WWW.RIOGRANDEBPSI.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIO HOME FASHIONS, INC.",Furniture Merchant Wholesalers,02-413-2356,WWW.RIOHOMEFASHIONS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIORDAN CONSTRUCTION INC,Residential Remodelers,01-366-4557,WWW.RIORDAN-CONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIPON AREA BUILDERS INC,New Single-Family Housing Construction (except For-Sale Builders),17-439-5020,WWW.RIPONAREABUILDERSINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RETAIL INVENTORY SERVICES LTD,"All Other Professional, Scientific, and Technical Services",07-867-8943,WWW.RISINVENTORY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEXISNEXIS RISK SOLUTIONS INC.,Other Management Consulting Services,06-011-7244,WWW.RISK.LEXISNEXIS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"QUOVA, INC.",Other Management Consulting Services,15-035-8062,WWW.RISK.NEUSTAR.BIZ,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RISK FOCUS, INC.",Other Management Consulting Services,01-941-2793,WWW.RISKFOCUS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RETAIL INVENTORY SERVICE, INC",All Other Business Support Services,06-128-4212,WWW.RISTX.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RITCHIE & OLSON CONSTRUCTION, INC",Residential Remodelers,93-016-3472,WWW.RITCHIECONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITCHIE BUILDING CO INC,New Single-Family Housing Construction (except For-Sale Builders),79-297-2036,WWW.RITCHIEDEVELOPMENT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITE HAND CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),01-585-4928,WWW.RITEHANDCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RITE-KEM, INC.",Service Establishment Equipment and Supplies Merchant Wholesalers,78-689-2927,WWW.RITEKEM.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITE ROOFING CO INC,Roofing Contractors,03-597-4047,WWW.RITEROOFINGINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITE WAY CARPET DYEING & CLEANING CO. INC.,Carpet and Upholstery Cleaning Services,79-050-3080,WWW.RITEWAYCARPET.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RITEWAY INSURANCE REPAIR SERVICE, INC.",Residential Remodelers,10-769-4747,WWW.RITEWAYINSURANCEREPAIR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITE-WAY ROOF CORPORATION,Roofing Contractors,87-995-5714,WWW.RITEWAYROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RITTENHOUSE BUILDERS, INC.",Residential Remodelers,95-853-1147,WWW.RITTENHOUSEBUILDERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THE SAVOY CONTRACTORS GROUP INC,New Single-Family Housing Construction (except For-Sale Builders),60-769-9824,WWW.RITZCOMPANIES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVERA CONSULTING GROUP INC.,Other Management Consulting Services,16-787-6361,WWW.RIVERAGROUP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER AVENUE CONTRACTING CORP.,New Single-Family Housing Construction (except For-Sale Builders),87-745-7788,WWW.RIVERAVECONTRACTING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVERBROOK CONSTRUCTION CO,Residential Remodelers,82-556-7829,WWW.RIVERBROOKCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"B & D HOMEBUILDERS, INC",New Single-Family Housing Construction (except For-Sale Builders),01-872-6011,WWW.RIVERCITYBUILDERSSA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER CITY HOMES AND DEVELOPMENT CORPORATION,New Single-Family Housing Construction (except For-Sale Builders),18-351-4629,WWW.RIVERCITYHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER CITY RESTORATIONS INC,Residential Remodelers,10-602-0472,WWW.RIVERCITYRESTORATIONSINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER CITY ROOFING CORP.,Roofing Contractors,13-861-4834,WWW.RIVERCITYROOFINGCORP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIVER CITY ROOFING COMPANY, INC.",Roofing Contractors,80-008-0959,WWW.RIVERCITYROOFS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DG AND CH ENTERPRISES, INC.",Other Management Consulting Services,78-811-7526,WWW.RIVERFRONTCOLLISIONCENTER.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER MILL DATA MANAGEMENT LLC,All Other Business Support Services,11-377-7564,WWW.RIVERMILL.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER MOUNTAIN MANUFACTURING,Furniture Merchant Wholesalers,96-119-5380,WWW.RIVERMOUNTAINMFG.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KFK, INC.",Carpet and Upholstery Cleaning Services,09-767-2786,WWW.RIVEROAKSRUGCLEANERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIVERON HOLDINGS, LP",Other Management Consulting Services,79-055-7420,WWW.RIVERON.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER PARTNERS,All Other Business Support Services,07-869-0836,WWW.RIVERPARTNERS.ORG,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIM C ARMENTOR CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),10-244-3140,WWW.RIVERRANCHDEV.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOURCING SOLUTIONS, INC.",Home Furnishing Merchant Wholesalers,96-480-3282,WWW.RIVERRIDGEHOME.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER ROCK ADVISORS LLC,Other Management Consulting Services,06-594-0117,WWW.RIVERROCKADVISORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER ROCK BUILDERS LLC,New Single-Family Housing Construction (except For-Sale Builders),62-688-0541,WWW.RIVERROCKBUILDERS.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVER ROCK CONSTRUCTION,New Single-Family Housing Construction (except For-Sale Builders),60-431-9967,WWW.RIVERROCKCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIVER ROOFING, INC",Roofing Contractors,05-496-2543,WWW.RIVERROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIVERS ENTERPRISES, INC.",Other Management Consulting Services,18-213-6788,WWW.RIVERSENTERPRISES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVERSIDE HOMES INC,New Single-Family Housing Construction (except For-Sale Builders),78-354-0362,WWW.RIVERSIDEHOME.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVERSIDE MEMORIAL CHAPEL INC,Service Establishment Equipment and Supplies Merchant Wholesalers,01-479-8631,WWW.RIVERSIDEMEMORIALCHAPELS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIVERSTONE CONSTRUCTION, LLC",New Single-Family Housing Construction (except For-Sale Builders),02-262-6971,WWW.RIVERSTONECONST.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVERSTONE CONSTRUCTION INC,Residential Remodelers,61-430-4707,WWW.RIVERSTONECONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIVERSTONE DEVELOPMENT GROUP, INC.",New Single-Family Housing Construction (except For-Sale Builders),00-477-2541,WWW.RIVERSTONEDEVELOPMENTGROUP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIVER TOWN CONSTRUCTION, LLC",New Single-Family Housing Construction (except For-Sale Builders),78-230-7362,WWW.RIVERTOWNCONCRETE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RIVIERA, LLC",Furniture Merchant Wholesalers,16-966-0888,WWW.RIVIERA-USA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AMANN, R J BUILDERS LLC",New Single-Family Housing Construction (except For-Sale Builders),04-378-9358,WWW.RJAMANNBUILDERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R J BROMLEY CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),94-818-9980,WWW.RJBROMLEY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RICHARD JENKINS CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),07-597-8049,WWW.RJBUILDERS.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R & J CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),19-412-1737,WWW.R-JCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROY J JORDAN,Residential Remodelers,05-343-4259,WWW.RJCONSTRUCTIONMARION.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. J. DAILEY CONSTRUCTION CO.,New Single-Family Housing Construction (except For-Sale Builders),09-853-4977,WWW.RJDAILEY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R.J.D. CONSTRUCTION, INC.",Residential Remodelers,83-750-6658,WWW.RJDCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RJE INTERIORS, INC.",Furniture Merchant Wholesalers,78-779-0963,WWW.RJEBUSINESSINTERIORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RJE BUSINESS INTERIORS, CINCINNATI, OHIO, INC.",Furniture Merchant Wholesalers,96-170-5162,WWW.RJEBUSINESSINTERIORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FRAZEE, RONALD J DESIGNER & BUILDER INC",Residential Remodelers,01-640-8023,WWW.RJFDB.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R J G CONSTRUCTION COMPANY,New Single-Family Housing Construction (except For-Sale Builders),14-768-7487,WWW.RJGFOUNDATIONREPAIR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R J GREEN CONSTRUCTION CORP.,Roofing Contractors,01-991-9837,WWW.RJGREENCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R/J GROUP, INC.",Roofing Contractors,84-012-2097,WWW.R-JGROUP.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBERT GURLEY INCORPORATED,New Single-Family Housing Construction (except For-Sale Builders),79-650-0601,WWW.RJGURLEY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K H HOLDING, LLC",Service Establishment Equipment and Supplies Merchant Wholesalers,03-809-1463,WWW.RJKOOL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJL CONSTRUCTION,New Single-Family Housing Construction (except For-Sale Builders),55-611-6791,WWW.RJLCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RJM CONTRACTORS, INC.",Residential Remodelers,83-271-7482,WWW.RJMBUILDS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJM BUILDERS INC,New Single-Family Housing Construction (except For-Sale Builders),82-578-0435,WWW.RJMHOMES.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBERT J MILLER CONSTRUCTION,New Single-Family Housing Construction (except For-Sale Builders),78-489-6284,WWW.RJMILLERCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R. J. MURDOCH, INC.",New Single-Family Housing Construction (except For-Sale Builders),93-823-7690,WWW.RJMURDOCH.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJN SUPPLIES INC,Service Establishment Equipment and Supplies Merchant Wholesalers,01-912-9739,WWW.RJNSUPPLIES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RJO PRODUCE MARKETING, INC.","All Other Professional, Scientific, and Technical Services",80-850-3395,WWW.RJOPRODUCE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R J OWENS ROOFING CONTRACTORS INC,Roofing Contractors,79-832-3242,WWW.RJOWENSROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R J PLATT CONSTRUCTION INC,Residential Remodelers,13-197-9742,WWW.RJPLATT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJR CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),02-392-7697,WWW.RJR-CONST.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R.J. RUNGE COMPANY, INC.",Other Management Consulting Services,60-228-9287,WWW.RJRUNGE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAYMOND J SCHAEFER INC,New Single-Family Housing Construction (except For-Sale Builders),01-830-2828,WWW.RJSCHAEFERINC-COM.MAIL.PROTECTION.OUTLOOK.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJ SCHWINN ASSOCIATES INC.,New Single-Family Housing Construction (except For-Sale Builders),19-365-7512,WWW.R-J-SCHWINN-ASSOCIATES-INC.CHIEFMALL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJS CONSTRUCTION GROUP LLC,New Single-Family Housing Construction (except For-Sale Builders),19-765-5462,WWW.RJSCOMPANIES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPENCER RJ CONSTRUCTION LLC,New Single-Family Housing Construction (except For-Sale Builders),00-628-9914,WWW.RJSCONSTRUCTS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R J S CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),03-688-1167,WWW.RJSCONTRACTOR.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RALPH JONES SHEET METAL, INC.",Roofing Contractors,09-379-1275,WWW.RJSM-INC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R J TAYLOR CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),12-999-9827,WWW.RJTAYLORCONSTRUCTION.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R. J. WATSON, INC.","All Other Professional, Scientific, and Technical Services",79-044-4376,WWW.RJWATSON.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RJW ENTERPRISES 2, LLC",New Single-Family Housing Construction (except For-Sale Builders),11-711-7709,WWW.RJWCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R. K. CONTRACTING, INC.",Residential Remodelers,79-681-6473,WWW.RKCONTRACTINGINC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R K D INC,Roofing Contractors,96-615-5707,WWW.RKD.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R K D BUILDERS INC,New Single-Family Housing Construction (except For-Sale Builders),18-634-7787,WWW.RKDBUILDERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R KELLER CONSTRUCTION COMPANY INC,New Single-Family Housing Construction (except For-Sale Builders),02-289-0573,WWW.RKELLERCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOX, ROBERT K BUILDING CONTRUCTION INC",New Single-Family Housing Construction (except For-Sale Builders),10-117-9489,WWW.RKFOXBUILDERS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R K H CONSTRUCTORS INC,New Single-Family Housing Construction (except For-Sale Builders),11-882-9613,WWW.RKHCONSTRUCTORS.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.K. HOOVER CONSTRUCTION COMPANY,Residential Remodelers,09-639-0984,WWW.RKHOOVERCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R K K CONSTRUCTION,New Single-Family Housing Construction (except For-Sale Builders),06-729-3480,WWW.RKKCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RKM FRAMING CORPORATION,New Single-Family Housing Construction (except For-Sale Builders),01-393-9132,WWW.RKMFRAMING.THEBLUEBOOK.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R.K. REDDING CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),62-211-9014,WWW.RKREDDING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R K REIMAN CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),01-953-8201,WWW.RKREIMAN.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGER L BACON,Residential Remodelers,11-809-5269,WWW.RLBACON.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R L BAKER CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),87-309-0591,WWW.RLBAKERCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ROBERT L. BROWN CONSTRUCTION, INC.",New Single-Family Housing Construction (except For-Sale Builders),02-757-1488,WWW.RLBCI.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R L BRACKETT CONSTRUCTION INC.,New Single-Family Housing Construction (except For-Sale Builders),00-900-5129,WWW.RLBGC.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RL CAMPBELL MANAGEMENT SERVICES, INC.",Roofing Contractors,82-502-7444,WWW.RLCAMPBELL.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R L ENGEBRETSON CO,New Single-Family Housing Construction (except For-Sale Builders),80-884-9871,WWW.RLECO.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R L GLOSSON CONTRACTING INC,New Single-Family Housing Construction (except For-Sale Builders),08-376-8937,WWW.RLGLOSSONCONTRACTING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBERT L MESSICK INC,Residential Remodelers,07-829-7322,WWW.RLMESSICK.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R L MUELLER NATIONAL DISTRIBUTORS INC,Service Establishment Equipment and Supplies Merchant Wholesalers,03-107-3257,WWW.RLMUELLER.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RL MURPHEY COMMERCIAL ROOF SYSTEMS, LLC",Roofing Contractors,60-600-1043,WWW.RLMURPHEY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R L PRICE CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),61-868-2371,WWW.RLPRICE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R L PRUITT CONSTRUCTION INC,New Single-Family Housing Construction (except For-Sale Builders),07-955-7468,WWW.RLPRUITTCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RANERI AND LONG ROOFING COMPANY, INC.",Roofing Contractors,15-410-9482,WWW.RLROOFING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.L. ROOFING INC,Roofing Contractors,62-626-8205,WWW.RLROOFINGSERVICE.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERGERS ACQUISTIONS STRATEGIES LLC,"All Other Professional, Scientific, and Technical Services",60-921-9852,WWW.RLSASSOCIATES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLS BUILDING CORP,New Single-Family Housing Construction (except For-Sale Builders),00-653-3793,WWW.RLSBUILDING.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RLS PARTS & EQUIPMENT, LLC",Construction Machinery Manufacturing,02-135-1659,WWW.RLSPARTSANDEQUIPMENT.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RLT CONSTRUCTION CO INC & INC,Residential Remodelers,01-048-3651,WWW.RLTANDASSOCIATES.NET,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBERT LUCKE HOMES INC,New Single-Family Housing Construction (except For-Sale Builders),60-338-5332,WWW.RLUCKEHOMES.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R L WILLIAMS COMPANY,Service Establishment Equipment and Supplies Merchant Wholesalers,09-997-6362,WWW.RLWILLIAMSCOMPANY.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RONALD MATTSON CONSTRUCTION, INC.",Residential Remodelers,19-040-9763,WWW.RMATTSONCONSTRUCTION.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKY MOUNTAIN CONSTRUCTION COMPANY,New Single-Family Housing Construction (except For-Sale Builders),08-098-7413,WWW.RMCCUSA.COM,Maybe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
